 19-05-17,00:00:52,2.959270E+2
 19-05-17,00:01:52,2.959680E+2
 19-05-17,00:02:52,2.959730E+2
 19-05-17,00:03:52,2.960020E+2
 19-05-17,00:04:52,2.959630E+2
 19-05-17,00:05:52,2.958850E+2
 19-05-17,00:06:53,2.959460E+2
 19-05-17,00:07:53,2.959530E+2
 19-05-17,00:08:53,2.959600E+2
 19-05-17,00:09:53,2.959430E+2
 19-05-17,00:10:53,2.959580E+2
 19-05-17,00:11:53,2.959830E+2
 19-05-17,00:12:54,2.959250E+2
 19-05-17,00:13:54,2.959130E+2
 19-05-17,00:14:54,2.959380E+2
 19-05-17,00:15:54,2.959670E+2
 19-05-17,00:16:55,2.958570E+2
 19-05-17,00:17:55,2.959380E+2
 19-05-17,00:18:55,2.959130E+2
 19-05-17,00:19:55,2.959730E+2
 19-05-17,00:20:55,2.959300E+2
 19-05-17,00:21:55,2.959420E+2
 19-05-17,00:22:55,2.959520E+2
 19-05-17,00:23:56,2.959440E+2
 19-05-17,00:24:56,2.959550E+2
 19-05-17,00:25:56,2.960060E+2
 19-05-17,00:26:56,2.959370E+2
 19-05-17,00:27:56,2.959560E+2
 19-05-17,00:28:56,2.959790E+2
 19-05-17,00:29:57,2.959650E+2
 19-05-17,00:30:57,2.959310E+2
 19-05-17,00:31:57,2.959410E+2
 19-05-17,00:32:57,2.959330E+2
 19-05-17,00:33:57,2.959560E+2
 19-05-17,00:34:58,2.959300E+2
 19-05-17,00:35:58,2.959720E+2
 19-05-17,00:36:58,2.960000E+2
 19-05-17,00:37:58,2.960110E+2
 19-05-17,00:38:58,2.959690E+2
 19-05-17,00:39:59,2.959270E+2
 19-05-17,00:40:59,2.960080E+2
 19-05-17,00:41:59,2.959580E+2
 19-05-17,00:42:59,2.960010E+2
 19-05-17,00:43:59,2.959640E+2
 19-05-17,00:45:00,2.960340E+2
 19-05-17,00:46:00,2.960150E+2
 19-05-17,00:47:00,2.959770E+2
 19-05-17,00:48:00,2.959540E+2
 19-05-17,00:49:00,2.959900E+2
 19-05-17,00:50:00,2.960330E+2
 19-05-17,00:51:01,2.959870E+2
 19-05-17,00:52:01,2.960280E+2
 19-05-17,00:53:01,2.960050E+2
 19-05-17,00:54:01,2.960390E+2
 19-05-17,00:55:01,2.960270E+2
 19-05-17,00:56:01,2.960470E+2
 19-05-17,00:57:02,2.959870E+2
 19-05-17,00:58:02,2.960020E+2
 19-05-17,00:59:02,2.960230E+2
 19-05-17,01:00:02,2.960070E+2
 19-05-17,01:01:02,2.960390E+2
 19-05-17,01:02:03,2.960180E+2
 19-05-17,01:03:03,2.960180E+2
 19-05-17,01:04:03,2.960430E+2
 19-05-17,01:05:03,2.960190E+2
 19-05-17,01:06:03,2.960020E+2
 19-05-17,01:07:03,2.960410E+2
 19-05-17,01:08:04,2.960090E+2
 19-05-17,01:09:04,2.959940E+2
 19-05-17,01:10:04,2.960230E+2
 19-05-17,01:11:04,2.960340E+2
 19-05-17,01:12:04,2.960640E+2
 19-05-17,01:13:04,2.960670E+2
 19-05-17,01:14:04,2.960480E+2
 19-05-17,01:15:05,2.960190E+2
 19-05-17,01:16:05,2.959980E+2
 19-05-17,01:17:05,2.960670E+2
 19-05-17,01:18:05,2.959780E+2
 19-05-17,01:19:05,2.960330E+2
 19-05-17,01:20:05,2.960500E+2
 19-05-17,01:21:06,2.960230E+2
 19-05-17,01:22:06,2.960340E+2
 19-05-17,01:23:06,2.960390E+2
 19-05-17,01:24:06,2.960550E+2
 19-05-17,01:25:06,2.960600E+2
 19-05-17,01:26:07,2.959920E+2
 19-05-17,01:27:07,2.960650E+2
 19-05-17,01:28:07,2.960370E+2
 19-05-17,01:29:07,2.960870E+2
 19-05-17,01:30:07,2.960300E+2
 19-05-17,01:31:07,2.960530E+2
 19-05-17,01:32:08,2.961070E+2
 19-05-17,01:33:08,2.960460E+2
 19-05-17,01:34:08,2.960920E+2
 19-05-17,01:35:08,2.960800E+2
 19-05-17,01:36:08,2.961030E+2
 19-05-17,01:37:08,2.960490E+2
 19-05-17,01:38:09,2.960990E+2
 19-05-17,01:39:09,2.960780E+2
 19-05-17,01:40:09,2.960370E+2
 19-05-17,01:41:09,2.960740E+2
 19-05-17,01:42:09,2.960610E+2
 19-05-17,01:43:10,2.960830E+2
 19-05-17,01:44:10,2.961010E+2
