 28-02-17,17:52:20,2.773590E-10
 28-02-17,17:53:20,2.773780E-10
 28-02-17,17:54:20,2.774200E-10
 28-02-17,17:55:21,2.773740E-10
 28-02-17,17:56:21,2.773690E-10
 28-02-17,17:57:21,2.773870E-10
 28-02-17,17:58:21,2.773880E-10
 28-02-17,17:59:21,2.773670E-10
 28-02-17,18:00:22,2.774040E-10
 28-02-17,18:01:22,2.773620E-10
 28-02-17,18:02:22,2.773530E-10
 28-02-17,18:03:22,2.773920E-10
 28-02-17,18:04:22,2.773970E-10
 28-02-17,18:05:22,2.773650E-10
 28-02-17,18:06:23,2.773670E-10
 28-02-17,18:07:23,2.773860E-10
 28-02-17,18:08:23,2.773750E-10
 28-02-17,18:09:23,2.774170E-10
 28-02-17,18:10:23,2.774220E-10
 28-02-17,18:11:23,2.774220E-10
 28-02-17,18:12:23,2.774230E-10
 28-02-17,18:13:23,2.774420E-10
 28-02-17,18:14:23,2.774570E-10
 28-02-17,18:15:23,2.774600E-10
 28-02-17,18:16:23,2.774980E-10
 28-02-17,18:17:24,2.774860E-10
 28-02-17,18:18:24,2.775130E-10
 28-02-17,18:19:24,2.775290E-10
 28-02-17,18:20:24,2.775590E-10
 28-02-17,18:21:24,2.775910E-10
 28-02-17,18:22:24,2.775940E-10
 28-02-17,18:23:24,2.776270E-10
 28-02-17,18:24:25,2.776410E-10
 28-02-17,18:25:25,2.776580E-10
 28-02-17,18:26:25,2.777340E-10
 28-02-17,18:27:25,2.777310E-10
 28-02-17,18:28:25,2.777610E-10
 28-02-17,18:29:26,2.778230E-10
 28-02-17,18:30:26,2.778420E-10
 28-02-17,18:31:26,2.778470E-10
 28-02-17,18:32:26,2.779370E-10
 28-02-17,18:33:26,2.779290E-10
 28-02-17,18:34:27,2.779800E-10
 28-02-17,18:35:27,2.780510E-10
 28-02-17,18:36:27,2.780620E-10
 28-02-17,18:37:27,2.780930E-10
 28-02-17,18:38:27,2.781250E-10
 28-02-17,18:39:27,2.782040E-10
 28-02-17,18:40:28,2.782290E-10
 28-02-17,18:41:28,2.782620E-10
 28-02-17,18:42:28,2.783560E-10
 28-02-17,18:43:28,2.783900E-10
 28-02-17,18:44:28,2.784230E-10
 28-02-17,18:45:28,2.784720E-10
 28-02-17,18:46:28,2.785320E-10
 28-02-17,18:47:28,2.785900E-10
 28-02-17,18:48:28,2.786660E-10
 28-02-17,18:49:29,2.787160E-10
 28-02-17,18:50:29,2.787330E-10
 28-02-17,18:51:29,2.787790E-10
 28-02-17,18:52:29,2.788720E-10
 28-02-17,18:53:29,2.789100E-10
 28-02-17,18:54:29,2.789670E-10
 28-02-17,18:55:29,2.790620E-10
 28-02-17,18:56:29,2.791310E-10
 28-02-17,18:57:29,2.791360E-10
 28-02-17,18:58:30,2.792440E-10
 28-02-17,18:59:30,2.793190E-10
 28-02-17,19:00:30,2.793530E-10
 28-02-17,19:01:30,2.794790E-10
 28-02-17,19:02:30,2.795130E-10
 28-02-17,19:03:30,2.795760E-10
 28-02-17,19:04:31,2.796200E-10
 28-02-17,19:05:31,2.797480E-10
 28-02-17,19:06:31,2.797910E-10
 28-02-17,19:07:31,2.798480E-10
 28-02-17,19:08:31,2.799580E-10
 28-02-17,19:09:31,2.800220E-10
 28-02-17,19:10:32,2.800700E-10
 28-02-17,19:11:32,2.801750E-10
 28-02-17,19:12:32,2.802440E-10
 28-02-17,19:13:32,2.803030E-10
 28-02-17,19:14:32,2.804280E-10
 28-02-17,19:15:32,2.804570E-10
 28-02-17,19:16:33,2.805520E-10
 28-02-17,19:17:33,2.805860E-10
 28-02-17,19:18:33,2.807400E-10
 28-02-17,19:19:33,2.807880E-10
 28-02-17,19:20:33,2.808530E-10
 28-02-17,19:21:34,2.809660E-10
 28-02-17,19:22:34,2.810280E-10
 28-02-17,19:23:34,2.811020E-10
 28-02-17,19:24:34,2.812080E-10
 28-02-17,19:25:34,2.813190E-10
 28-02-17,19:26:34,2.813280E-10
 28-02-17,19:27:35,2.814610E-10
 28-02-17,19:28:35,2.815540E-10
 28-02-17,19:29:35,2.816090E-10
 28-02-17,19:30:35,2.816700E-10
 28-02-17,19:31:36,2.818090E-10
 28-02-17,19:32:36,2.818870E-10
 28-02-17,19:33:36,2.819420E-10
 28-02-17,19:34:36,2.820700E-10
 28-02-17,19:35:36,2.821460E-10
 28-02-17,19:36:36,2.822200E-10
 28-02-17,19:37:37,2.823640E-10
 28-02-17,19:38:37,2.824260E-10
 28-02-17,19:39:37,2.824640E-10
 28-02-17,19:40:37,2.826310E-10
 28-02-17,19:41:37,2.826860E-10
 28-02-17,19:42:37,2.827750E-10
 28-02-17,19:43:37,2.828390E-10
 28-02-17,19:44:37,2.829650E-10
 28-02-17,19:45:38,2.830470E-10
 28-02-17,19:46:38,2.831050E-10
 28-02-17,19:47:38,2.832440E-10
 28-02-17,19:48:38,2.833480E-10
 28-02-17,19:49:38,2.833910E-10
 28-02-17,19:50:38,2.835640E-10
 28-02-17,19:51:38,2.836380E-10
 28-02-17,19:52:39,2.837030E-10
 28-02-17,19:53:39,2.838240E-10
 28-02-17,19:54:39,2.839180E-10
 28-02-17,19:55:39,2.839580E-10
 28-02-17,19:56:39,2.840640E-10
 28-02-17,19:57:39,2.842200E-10
 28-02-17,19:58:40,2.842560E-10
 28-02-17,19:59:40,2.843510E-10
 28-02-17,20:00:40,2.845060E-10
 28-02-17,20:01:40,2.845500E-10
 28-02-17,20:02:41,2.846210E-10
 28-02-17,20:03:41,2.847970E-10
 28-02-17,20:04:41,2.848520E-10
 28-02-17,20:05:41,2.849050E-10
 28-02-17,20:06:42,2.851210E-10
 28-02-17,20:07:42,2.851510E-10
 28-02-17,20:08:42,2.852180E-10
 28-02-17,20:09:42,2.853400E-10
 28-02-17,20:10:42,2.854640E-10
 28-02-17,20:11:42,2.855230E-10
 28-02-17,20:12:42,2.855890E-10
 28-02-17,20:13:42,2.857700E-10
 28-02-17,20:14:43,2.858570E-10
 28-02-17,20:15:43,2.859310E-10
 28-02-17,20:16:43,2.860700E-10
 28-02-17,20:17:43,2.861370E-10
 28-02-17,20:18:44,2.862540E-10
 28-02-17,20:19:44,2.863960E-10
 28-02-17,20:20:44,2.864640E-10
 28-02-17,20:21:44,2.865370E-10
 28-02-17,20:22:44,2.866250E-10
 28-02-17,20:23:44,2.867870E-10
 28-02-17,20:24:45,2.868540E-10
 28-02-17,20:25:45,2.869410E-10
 28-02-17,20:26:45,2.870710E-10
 28-02-17,20:27:45,2.871640E-10
 28-02-17,20:28:45,2.872530E-10
 28-02-17,20:29:46,2.873480E-10
 28-02-17,20:30:46,2.874520E-10
 28-02-17,20:31:46,2.875570E-10
 28-02-17,20:32:46,2.877010E-10
 28-02-17,20:33:46,2.877980E-10
 28-02-17,20:34:46,2.878360E-10
 28-02-17,20:35:47,2.879500E-10
 28-02-17,20:36:47,2.880810E-10
 28-02-17,20:37:47,2.881670E-10
 28-02-17,20:38:47,2.882460E-10
 28-02-17,20:39:47,2.883930E-10
 28-02-17,20:40:47,2.884810E-10
 28-02-17,20:41:47,2.885650E-10
 28-02-17,20:42:48,2.887160E-10
 28-02-17,20:43:48,2.887980E-10
 28-02-17,20:44:48,2.889260E-10
 28-02-17,20:45:48,2.890590E-10
 28-02-17,20:46:48,2.891120E-10
 28-02-17,20:47:49,2.892160E-10
 28-02-17,20:48:49,2.893020E-10
 28-02-17,20:49:49,2.894670E-10
 28-02-17,20:50:49,2.895110E-10
 28-02-17,20:51:49,2.895940E-10
 28-02-17,20:52:50,2.897670E-10
 28-02-17,20:53:50,2.898380E-10
 28-02-17,20:54:50,2.899160E-10
 28-02-17,20:55:50,2.901020E-10
 28-02-17,20:56:50,2.901760E-10
 28-02-17,20:57:51,2.902760E-10
 28-02-17,20:58:51,2.904290E-10
 28-02-17,20:59:51,2.905010E-10
 28-02-17,21:00:51,2.905780E-10
 28-02-17,21:01:51,2.906570E-10
 28-02-17,21:02:52,2.908210E-10
 28-02-17,21:03:52,2.908920E-10
 28-02-17,21:04:52,2.909520E-10
 28-02-17,21:05:52,2.911550E-10
 28-02-17,21:06:52,2.912360E-10
 28-02-17,21:07:52,2.913200E-10
 28-02-17,21:08:52,2.914870E-10
 28-02-17,21:09:53,2.915460E-10
 28-02-17,21:10:53,2.916470E-10
 28-02-17,21:11:53,2.917940E-10
 28-02-17,21:12:53,2.918790E-10
 28-02-17,21:13:54,2.919670E-10
 28-02-17,21:14:54,2.920140E-10
 28-02-17,21:15:54,2.922250E-10
 28-02-17,21:16:54,2.922920E-10
 28-02-17,21:17:54,2.923650E-10
 28-02-17,21:18:55,2.925120E-10
 28-02-17,21:19:55,2.925970E-10
 28-02-17,21:20:55,2.926910E-10
 28-02-17,21:21:55,2.928570E-10
 28-02-17,21:22:55,2.929150E-10
 28-02-17,21:23:56,2.930350E-10
 28-02-17,21:24:56,2.932220E-10
 28-02-17,21:25:56,2.932700E-10
 28-02-17,21:26:56,2.933400E-10
 28-02-17,21:27:56,2.934330E-10
 28-02-17,21:28:57,2.936190E-10
 28-02-17,21:29:57,2.936780E-10
 28-02-17,21:30:57,2.937750E-10
 28-02-17,21:31:57,2.939170E-10
 28-02-17,21:32:57,2.940230E-10
 28-02-17,21:33:58,2.940830E-10
 28-02-17,21:34:58,2.942630E-10
 28-02-17,21:35:58,2.943740E-10
 28-02-17,21:36:58,2.944340E-10
 28-02-17,21:37:58,2.944940E-10
 28-02-17,21:38:58,2.946620E-10
 28-02-17,21:39:59,2.947510E-10
 28-02-17,21:40:59,2.948460E-10
 28-02-17,21:41:59,2.950320E-10
 28-02-17,21:42:59,2.950990E-10
 28-02-17,21:43:59,2.951930E-10
